isolateAccession,ST,ST,,isolateAccession,Source,Source,,isolateAccession,State,State,,isolateAccession,Year,Year,,isolateAccession,Legionella pneumophila str. Lens plasmid pLPL,Legionella pneumophila C9_S plasmid unamed2,Legionella pneumophila FFI102 ,Legionella pneumophila LG57 plasmid pLG57,Legionella pneumophila plasmid pLELO,Legionella sainthelensi LA01-117 plasmid pLA01-117_150k,,,,isolateAccession,CAS-TypeIA,CAS-TypeIC,CAS-TypeIF,CAS-TypeIIB,,,,,,,isolateAccession,,
C247-S_NY-2013-CS-ST213,#e41a1c,COL#e41a1c,,C247-S_NY-2013-CS-ST213,#800080,COL#800080,,C247-S_NY-2013-CS-ST213,#fabed4,COL#fabed4,,C247-S_NY-2013-CS-ST213,#252525,COL#252525,,C247-S_NY-2013-CS-ST213,0,0,0,0,0,100,"C247-S_NY-2013-CS-ST213,0,0,0,0,0,100","C247-S_NY-2013-CS-ST213,0,0,0,0,0,100",,C247-S_NY-2013-CS-ST213,0,1,0,0,,"C247-S_NY-2013-CS-ST213,0,1,0,0","C247-S_NY-2013-CS-ST213,0,1,0,0",,,,C247-S_NY-2013-CS-ST213,#469990,COL#469990
C248-S_MI-2007-CS-ST213,#e41a1c,COL#e41a1c,,C248-S_MI-2007-CS-ST213,#800080,COL#800080,,C248-S_MI-2007-CS-ST213,#42d4f4,COL#42d4f4,,C248-S_MI-2007-CS-ST213,#525252,COL#525252,,C248-S_MI-2007-CS-ST213,0,0,0,0,0,0,"C248-S_MI-2007-CS-ST213,0,0,0,0,0,0","C248-S_MI-2007-CS-ST213,0,0,0,0,0,0",,C248-S_MI-2007-CS-ST213,0,1,0,0,,"C248-S_MI-2007-CS-ST213,0,1,0,0","C248-S_MI-2007-CS-ST213,0,1,0,0",,,,C248-S_MI-2007-CS-ST213,#469990,COL#469990
C249-S_MN-2005-CS-ST213,#e41a1c,COL#e41a1c,,C249-S_MN-2005-CS-ST213,#800080,COL#800080,,C249-S_MN-2005-CS-ST213,#911eb4,COL#911eb4,,C249-S_MN-2005-CS-ST213,#737373,COL#737373,,C249-S_MN-2005-CS-ST213,0,0,0,0,0,0,"C249-S_MN-2005-CS-ST213,0,0,0,0,0,0","C249-S_MN-2005-CS-ST213,0,0,0,0,0,0",,C249-S_MN-2005-CS-ST213,0,1,0,0,,"C249-S_MN-2005-CS-ST213,0,1,0,0","C249-S_MN-2005-CS-ST213,0,1,0,0",,,,C249-S_MN-2005-CS-ST213,#469990,COL#469990
C250-S_MN-2005-CS-ST213,#e41a1c,COL#e41a1c,,C250-S_MN-2005-CS-ST213,#800080,COL#800080,,C250-S_MN-2005-CS-ST213,#911eb4,COL#911eb4,,C250-S_MN-2005-CS-ST213,#969696,COL#969696,,C250-S_MN-2005-CS-ST213,0,0,0,0,0,0,"C250-S_MN-2005-CS-ST213,0,0,0,0,0,0","C250-S_MN-2005-CS-ST213,0,0,0,0,0,0",,C250-S_MN-2005-CS-ST213,0,1,0,0,,"C250-S_MN-2005-CS-ST213,0,1,0,0","C250-S_MN-2005-CS-ST213,0,1,0,0",,,,C250-S_MN-2005-CS-ST213,#469990,COL#469990
C251-S_MN-2008-CS-ST213,#e41a1c,COL#e41a1c,,C251-S_MN-2008-CS-ST213,#800080,COL#800080,,C251-S_MN-2008-CS-ST213,#911eb4,COL#911eb4,,C251-S_MN-2008-CS-ST213,#969696,COL#969696,,C251-S_MN-2008-CS-ST213,0,0,0,0,0,0,"C251-S_MN-2008-CS-ST213,0,0,0,0,0,0","C251-S_MN-2008-CS-ST213,0,0,0,0,0,0",,C251-S_MN-2008-CS-ST213,0,1,0,0,,"C251-S_MN-2008-CS-ST213,0,1,0,0","C251-S_MN-2008-CS-ST213,0,1,0,0",,,,C251-S_MN-2008-CS-ST213,#469990,COL#469990
C252-S_MN-2008-CS-ST213,#e41a1c,COL#e41a1c,,C252-S_MN-2008-CS-ST213,#800080,COL#800080,,C252-S_MN-2008-CS-ST213,#911eb4,COL#911eb4,,C252-S_MN-2008-CS-ST213,#737373,COL#737373,,C252-S_MN-2008-CS-ST213,100,0,0,0,0,0,"C252-S_MN-2008-CS-ST213,100,0,0,0,0,0","C252-S_MN-2008-CS-ST213,100,0,0,0,0,0",,C252-S_MN-2008-CS-ST213,0,1,0,0,,"C252-S_MN-2008-CS-ST213,0,1,0,0","C252-S_MN-2008-CS-ST213,0,1,0,0",,,,C252-S_MN-2008-CS-ST213,#469990,COL#469990
C253-S_MN-2015-CS-ST213,#e41a1c,COL#e41a1c,,C253-S_MN-2015-CS-ST213,#800080,COL#800080,,C253-S_MN-2015-CS-ST213,#911eb4,COL#911eb4,,C253-S_MN-2015-CS-ST213,#737373,COL#737373,,C253-S_MN-2015-CS-ST213,0,0,0,0,0,0,"C253-S_MN-2015-CS-ST213,0,0,0,0,0,0","C253-S_MN-2015-CS-ST213,0,0,0,0,0,0",,C253-S_MN-2015-CS-ST213,0,1,0,0,,"C253-S_MN-2015-CS-ST213,0,1,0,0","C253-S_MN-2015-CS-ST213,0,1,0,0",,,,C253-S_MN-2015-CS-ST213,#469990,COL#469990
C254-S_MN-2017-CS-ST213,#e41a1c,COL#e41a1c,,C254-S_MN-2017-CS-ST213,#800080,COL#800080,,C254-S_MN-2017-CS-ST213,#911eb4,COL#911eb4,,C254-S_MN-2017-CS-ST213,#525252,COL#525252,,C254-S_MN-2017-CS-ST213,100,0,0,0,0,0,"C254-S_MN-2017-CS-ST213,100,0,0,0,0,0","C254-S_MN-2017-CS-ST213,100,0,0,0,0,0",,C254-S_MN-2017-CS-ST213,0,1,1,0,,"C254-S_MN-2017-CS-ST213,0,1,1,0","C254-S_MN-2017-CS-ST213,0,1,1,0",,,,C254-S_MN-2017-CS-ST213,#469990,COL#469990
C255-S_MN-2017-CS-ST213,#e41a1c,COL#e41a1c,,C255-S_MN-2017-CS-ST213,#800080,COL#800080,,C255-S_MN-2017-CS-ST213,#911eb4,COL#911eb4,,C255-S_MN-2017-CS-ST213,#252525,COL#252525,,C255-S_MN-2017-CS-ST213,0,0,0,0,0,0,"C255-S_MN-2017-CS-ST213,0,0,0,0,0,0","C255-S_MN-2017-CS-ST213,0,0,0,0,0,0",,C255-S_MN-2017-CS-ST213,0,1,0,0,,"C255-S_MN-2017-CS-ST213,0,1,0,0","C255-S_MN-2017-CS-ST213,0,1,0,0",,,,C255-S_MN-2017-CS-ST213,#469990,COL#469990
C256-S_MN-2018-CS-ST213,#e41a1c,COL#e41a1c,,C256-S_MN-2018-CS-ST213,#800080,COL#800080,,C256-S_MN-2018-CS-ST213,#911eb4,COL#911eb4,,C256-S_MN-2018-CS-ST213,#252525,COL#252525,,C256-S_MN-2018-CS-ST213,0,0,0,0,0,0,"C256-S_MN-2018-CS-ST213,0,0,0,0,0,0","C256-S_MN-2018-CS-ST213,0,0,0,0,0,0",,C256-S_MN-2018-CS-ST213,0,1,0,0,,"C256-S_MN-2018-CS-ST213,0,1,0,0","C256-S_MN-2018-CS-ST213,0,1,0,0",,,,C256-S_MN-2018-CS-ST213,#469990,COL#469990
C257-S_IN-2019-CS-ST213,#e41a1c,COL#e41a1c,,C257-S_IN-2019-CS-ST213,#800080,COL#800080,,C257-S_IN-2019-CS-ST213,#e6194B,COL#e6194B,,C257-S_IN-2019-CS-ST213,#252525,COL#252525,,C257-S_IN-2019-CS-ST213,100,0,0,0,0,0,"C257-S_IN-2019-CS-ST213,100,0,0,0,0,0","C257-S_IN-2019-CS-ST213,100,0,0,0,0,0",,C257-S_IN-2019-CS-ST213,0,1,0,0,,"C257-S_IN-2019-CS-ST213,0,1,0,0","C257-S_IN-2019-CS-ST213,0,1,0,0",,,,C257-S_IN-2019-CS-ST213,#469990,COL#469990
C258-S_MI-2012-CS-ST213,#e41a1c,COL#e41a1c,,C258-S_MI-2012-CS-ST213,#800080,COL#800080,,C258-S_MI-2012-CS-ST213,#42d4f4,COL#42d4f4,,C258-S_MI-2012-CS-ST213,#252525,COL#252525,,C258-S_MI-2012-CS-ST213,100,0,0,0,0,0,"C258-S_MI-2012-CS-ST213,100,0,0,0,0,0","C258-S_MI-2012-CS-ST213,100,0,0,0,0,0",,C258-S_MI-2012-CS-ST213,0,1,0,0,,"C258-S_MI-2012-CS-ST213,0,1,0,0","C258-S_MI-2012-CS-ST213,0,1,0,0",,,,C258-S_MI-2012-CS-ST213,#469990,COL#469990
C259-S_MI-2013-CS-ST213,#e41a1c,COL#e41a1c,,C259-S_MI-2013-CS-ST213,#800080,COL#800080,,C259-S_MI-2013-CS-ST213,#42d4f4,COL#42d4f4,,C259-S_MI-2013-CS-ST213,#525252,COL#525252,,C259-S_MI-2013-CS-ST213,100,0,0,0,0,0,"C259-S_MI-2013-CS-ST213,100,0,0,0,0,0","C259-S_MI-2013-CS-ST213,100,0,0,0,0,0",,C259-S_MI-2013-CS-ST213,0,1,0,0,,"C259-S_MI-2013-CS-ST213,0,1,0,0","C259-S_MI-2013-CS-ST213,0,1,0,0",,,,C259-S_MI-2013-CS-ST213,#469990,COL#469990
C260-S_MI-2013-CS-ST213,#e41a1c,COL#e41a1c,,C260-S_MI-2013-CS-ST213,#800080,COL#800080,,C260-S_MI-2013-CS-ST213,#42d4f4,COL#42d4f4,,C260-S_MI-2013-CS-ST213,#525252,COL#525252,,C260-S_MI-2013-CS-ST213,100,0,0,0,0,0,"C260-S_MI-2013-CS-ST213,100,0,0,0,0,0","C260-S_MI-2013-CS-ST213,100,0,0,0,0,0",,C260-S_MI-2013-CS-ST213,0,1,0,0,,"C260-S_MI-2013-CS-ST213,0,1,0,0","C260-S_MI-2013-CS-ST213,0,1,0,0",,,,C260-S_MI-2013-CS-ST213,#469990,COL#469990
C261-S_MI-2013-CS-ST213,#e41a1c,COL#e41a1c,,C261-S_MI-2013-CS-ST213,#800080,COL#800080,,C261-S_MI-2013-CS-ST213,#42d4f4,COL#42d4f4,,C261-S_MI-2013-CS-ST213,#525252,COL#525252,,C261-S_MI-2013-CS-ST213,100,0,0,0,0,0,"C261-S_MI-2013-CS-ST213,100,0,0,0,0,0","C261-S_MI-2013-CS-ST213,100,0,0,0,0,0",,C261-S_MI-2013-CS-ST213,0,1,0,1,,"C261-S_MI-2013-CS-ST213,0,1,0,1","C261-S_MI-2013-CS-ST213,0,1,0,1",,,,C261-S_MI-2013-CS-ST213,#469990,COL#469990
C262-S_MI-2013-CS-ST213,#e41a1c,COL#e41a1c,,C262-S_MI-2013-CS-ST213,#800080,COL#800080,,C262-S_MI-2013-CS-ST213,#42d4f4,COL#42d4f4,,C262-S_MI-2013-CS-ST213,#525252,COL#525252,,C262-S_MI-2013-CS-ST213,100,0,0,0,0,0,"C262-S_MI-2013-CS-ST213,100,0,0,0,0,0","C262-S_MI-2013-CS-ST213,100,0,0,0,0,0",,C262-S_MI-2013-CS-ST213,0,1,0,0,,"C262-S_MI-2013-CS-ST213,0,1,0,0","C262-S_MI-2013-CS-ST213,0,1,0,0",,,,C262-S_MI-2013-CS-ST213,#469990,COL#469990
C263-S_MI-2014-CS-ST213,#e41a1c,COL#e41a1c,,C263-S_MI-2014-CS-ST213,#800080,COL#800080,,C263-S_MI-2014-CS-ST213,#42d4f4,COL#42d4f4,,C263-S_MI-2014-CS-ST213,#525252,COL#525252,,C263-S_MI-2014-CS-ST213,0,0,0,0,0,0,"C263-S_MI-2014-CS-ST213,0,0,0,0,0,0","C263-S_MI-2014-CS-ST213,0,0,0,0,0,0",,C263-S_MI-2014-CS-ST213,0,1,0,0,,"C263-S_MI-2014-CS-ST213,0,1,0,0","C263-S_MI-2014-CS-ST213,0,1,0,0",,,,C263-S_MI-2014-CS-ST213,#469990,COL#469990
C264-S_MI-2016-CS-ST213,#e41a1c,COL#e41a1c,,C264-S_MI-2016-CS-ST213,#800080,COL#800080,,C264-S_MI-2016-CS-ST213,#42d4f4,COL#42d4f4,,C264-S_MI-2016-CS-ST213,#525252,COL#525252,,C264-S_MI-2016-CS-ST213,0,0,0,0,0,0,"C264-S_MI-2016-CS-ST213,0,0,0,0,0,0","C264-S_MI-2016-CS-ST213,0,0,0,0,0,0",,C264-S_MI-2016-CS-ST213,0,1,0,0,,"C264-S_MI-2016-CS-ST213,0,1,0,0","C264-S_MI-2016-CS-ST213,0,1,0,0",,,,C264-S_MI-2016-CS-ST213,#469990,COL#469990
C265-S_MI-2017-CS-ST213,#e41a1c,COL#e41a1c,,C265-S_MI-2017-CS-ST213,#800080,COL#800080,,C265-S_MI-2017-CS-ST213,#42d4f4,COL#42d4f4,,C265-S_MI-2017-CS-ST213,#252525,COL#252525,,C265-S_MI-2017-CS-ST213,0,0,0,0,0,0,"C265-S_MI-2017-CS-ST213,0,0,0,0,0,0","C265-S_MI-2017-CS-ST213,0,0,0,0,0,0",,C265-S_MI-2017-CS-ST213,0,1,0,0,,"C265-S_MI-2017-CS-ST213,0,1,0,0","C265-S_MI-2017-CS-ST213,0,1,0,0",,,,C265-S_MI-2017-CS-ST213,#469990,COL#469990
C266-S_MI-2018-CS-ST213,#e41a1c,COL#e41a1c,,C266-S_MI-2018-CS-ST213,#800080,COL#800080,,C266-S_MI-2018-CS-ST213,#42d4f4,COL#42d4f4,,C266-S_MI-2018-CS-ST213,#252525,COL#252525,,C266-S_MI-2018-CS-ST213,100,0,0,0,0,0,"C266-S_MI-2018-CS-ST213,100,0,0,0,0,0","C266-S_MI-2018-CS-ST213,100,0,0,0,0,0",,C266-S_MI-2018-CS-ST213,0,1,0,1,,"C266-S_MI-2018-CS-ST213,0,1,0,1","C266-S_MI-2018-CS-ST213,0,1,0,1",,,,C266-S_MI-2018-CS-ST213,#469990,COL#469990
C267-S_MI-2019-CS-ST213,#e41a1c,COL#e41a1c,,C267-S_MI-2019-CS-ST213,#800080,COL#800080,,C267-S_MI-2019-CS-ST213,#42d4f4,COL#42d4f4,,C267-S_MI-2019-CS-ST213,#252525,COL#252525,,C267-S_MI-2019-CS-ST213,0,0,0,0,0,0,"C267-S_MI-2019-CS-ST213,0,0,0,0,0,0","C267-S_MI-2019-CS-ST213,0,0,0,0,0,0",,C267-S_MI-2019-CS-ST213,0,1,0,0,,"C267-S_MI-2019-CS-ST213,0,1,0,0","C267-S_MI-2019-CS-ST213,0,1,0,0",,,,C267-S_MI-2019-CS-ST213,#469990,COL#469990
C268-S_MI-2019-CS-ST213,#e41a1c,COL#e41a1c,,C268-S_MI-2019-CS-ST213,#800080,COL#800080,,C268-S_MI-2019-CS-ST213,#42d4f4,COL#42d4f4,,C268-S_MI-2019-CS-ST213,#252525,COL#252525,,C268-S_MI-2019-CS-ST213,0,0,0,0,0,0,"C268-S_MI-2019-CS-ST213,0,0,0,0,0,0","C268-S_MI-2019-CS-ST213,0,0,0,0,0,0",,C268-S_MI-2019-CS-ST213,0,1,0,0,,"C268-S_MI-2019-CS-ST213,0,1,0,0","C268-S_MI-2019-CS-ST213,0,1,0,0",,,,C268-S_MI-2019-CS-ST213,#469990,COL#469990
C269-S_MI-2019-CS-ST213,#e41a1c,COL#e41a1c,,C269-S_MI-2019-CS-ST213,#800080,COL#800080,,C269-S_MI-2019-CS-ST213,#42d4f4,COL#42d4f4,,C269-S_MI-2019-CS-ST213,#252525,COL#252525,,C269-S_MI-2019-CS-ST213,0,0,0,0,0,0,"C269-S_MI-2019-CS-ST213,0,0,0,0,0,0","C269-S_MI-2019-CS-ST213,0,0,0,0,0,0",,C269-S_MI-2019-CS-ST213,0,1,0,0,,"C269-S_MI-2019-CS-ST213,0,1,0,0","C269-S_MI-2019-CS-ST213,0,1,0,0",,,,C269-S_MI-2019-CS-ST213,#469990,COL#469990
C270-S_NY-2016-CS-ST213,#e41a1c,COL#e41a1c,,C270-S_NY-2016-CS-ST213,#800080,COL#800080,,C270-S_NY-2016-CS-ST213,#fabed4,COL#fabed4,,C270-S_NY-2016-CS-ST213,#252525,COL#252525,,C270-S_NY-2016-CS-ST213,0,0,0,0,0,0,"C270-S_NY-2016-CS-ST213,0,0,0,0,0,0","C270-S_NY-2016-CS-ST213,0,0,0,0,0,0",,C270-S_NY-2016-CS-ST213,0,1,0,0,,"C270-S_NY-2016-CS-ST213,0,1,0,0","C270-S_NY-2016-CS-ST213,0,1,0,0",,,,C270-S_NY-2016-CS-ST213,#469990,COL#469990
C271-S_NY-2017-CS-ST213,#e41a1c,COL#e41a1c,,C271-S_NY-2017-CS-ST213,#800080,COL#800080,,C271-S_NY-2017-CS-ST213,#fabed4,COL#fabed4,,C271-S_NY-2017-CS-ST213,#252525,COL#252525,,C271-S_NY-2017-CS-ST213,0,0,0,0,0,0,"C271-S_NY-2017-CS-ST213,0,0,0,0,0,0","C271-S_NY-2017-CS-ST213,0,0,0,0,0,0",,C271-S_NY-2017-CS-ST213,0,1,0,0,,"C271-S_NY-2017-CS-ST213,0,1,0,0","C271-S_NY-2017-CS-ST213,0,1,0,0",,,,C271-S_NY-2017-CS-ST213,#469990,COL#469990
C272-S_NY-2017-CS-ST213,#e41a1c,COL#e41a1c,,C272-S_NY-2017-CS-ST213,#800080,COL#800080,,C272-S_NY-2017-CS-ST213,#fabed4,COL#fabed4,,C272-S_NY-2017-CS-ST213,#252525,COL#252525,,C272-S_NY-2017-CS-ST213,0,0,0,0,0,0,"C272-S_NY-2017-CS-ST213,0,0,0,0,0,0","C272-S_NY-2017-CS-ST213,0,0,0,0,0,0",,C272-S_NY-2017-CS-ST213,0,1,0,0,,"C272-S_NY-2017-CS-ST213,0,1,0,0","C272-S_NY-2017-CS-ST213,0,1,0,0",,,,C272-S_NY-2017-CS-ST213,#469990,COL#469990
C273-S_NY-2018-CS-ST213,#e41a1c,COL#e41a1c,,C273-S_NY-2018-CS-ST213,#800080,COL#800080,,C273-S_NY-2018-CS-ST213,#fabed4,COL#fabed4,,C273-S_NY-2018-CS-ST213,#252525,COL#252525,,C273-S_NY-2018-CS-ST213,0,0,0,0,0,0,"C273-S_NY-2018-CS-ST213,0,0,0,0,0,0","C273-S_NY-2018-CS-ST213,0,0,0,0,0,0",,C273-S_NY-2018-CS-ST213,0,1,0,0,,"C273-S_NY-2018-CS-ST213,0,1,0,0","C273-S_NY-2018-CS-ST213,0,1,0,0",,,,C273-S_NY-2018-CS-ST213,#469990,COL#469990
C275-S_MA-2007-CS-ST213,#e41a1c,COL#e41a1c,,C275-S_MA-2007-CS-ST213,#800080,COL#800080,,C275-S_MA-2007-CS-ST213,#ffe119,COL#ffe119,,C275-S_MA-2007-CS-ST213,#252525,COL#252525,,C275-S_MA-2007-CS-ST213,0,0,0,0,0,0,"C275-S_MA-2007-CS-ST213,0,0,0,0,0,0","C275-S_MA-2007-CS-ST213,0,0,0,0,0,0",,C275-S_MA-2007-CS-ST213,0,1,0,0,,"C275-S_MA-2007-CS-ST213,0,1,0,0","C275-S_MA-2007-CS-ST213,0,1,0,0",,,,C275-S_MA-2007-CS-ST213,#469990,COL#469990
C276-S_MA-2011-CS-ST213,#e41a1c,COL#e41a1c,,C276-S_MA-2011-CS-ST213,#800080,COL#800080,,C276-S_MA-2011-CS-ST213,#ffe119,COL#ffe119,,C276-S_MA-2011-CS-ST213,#737373,COL#737373,,C276-S_MA-2011-CS-ST213,0,0,0,0,0,0,"C276-S_MA-2011-CS-ST213,0,0,0,0,0,0","C276-S_MA-2011-CS-ST213,0,0,0,0,0,0",,C276-S_MA-2011-CS-ST213,0,1,0,0,,"C276-S_MA-2011-CS-ST213,0,1,0,0","C276-S_MA-2011-CS-ST213,0,1,0,0",,,,C276-S_MA-2011-CS-ST213,#469990,COL#469990
C277-S_NY-2017-CS-ST213,#e41a1c,COL#e41a1c,,C277-S_NY-2017-CS-ST213,#800080,COL#800080,,C277-S_NY-2017-CS-ST213,#fabed4,COL#fabed4,,C277-S_NY-2017-CS-ST213,#525252,COL#525252,,C277-S_NY-2017-CS-ST213,0,0,0,0,0,0,"C277-S_NY-2017-CS-ST213,0,0,0,0,0,0","C277-S_NY-2017-CS-ST213,0,0,0,0,0,0",,C277-S_NY-2017-CS-ST213,0,1,0,0,,"C277-S_NY-2017-CS-ST213,0,1,0,0","C277-S_NY-2017-CS-ST213,0,1,0,0",,,,C277-S_NY-2017-CS-ST213,#469990,COL#469990
C278-S_NY-2013-CS-ST213,#e41a1c,COL#e41a1c,,C278-S_NY-2013-CS-ST213,#800080,COL#800080,,C278-S_NY-2013-CS-ST213,#fabed4,COL#fabed4,,C278-S_NY-2013-CS-ST213,#252525,COL#252525,,C278-S_NY-2013-CS-ST213,0,0,0,0,0,0,"C278-S_NY-2013-CS-ST213,0,0,0,0,0,0","C278-S_NY-2013-CS-ST213,0,0,0,0,0,0",,C278-S_NY-2013-CS-ST213,0,1,0,0,,"C278-S_NY-2013-CS-ST213,0,1,0,0","C278-S_NY-2013-CS-ST213,0,1,0,0",,,,C278-S_NY-2013-CS-ST213,#469990,COL#469990
C279-S_NY-2016-CS-ST213,#e41a1c,COL#e41a1c,,C279-S_NY-2016-CS-ST213,#800080,COL#800080,,C279-S_NY-2016-CS-ST213,#fabed4,COL#fabed4,,C279-S_NY-2016-CS-ST213,#525252,COL#525252,,C279-S_NY-2016-CS-ST213,100,0,0,0,0,0,"C279-S_NY-2016-CS-ST213,100,0,0,0,0,0","C279-S_NY-2016-CS-ST213,100,0,0,0,0,0",,C279-S_NY-2016-CS-ST213,0,1,0,0,,"C279-S_NY-2016-CS-ST213,0,1,0,0","C279-S_NY-2016-CS-ST213,0,1,0,0",,,,C279-S_NY-2016-CS-ST213,#469990,COL#469990
C280-S_MN-2008-CS-ST213,#e41a1c,COL#e41a1c,,C280-S_MN-2008-CS-ST213,#800080,COL#800080,,C280-S_MN-2008-CS-ST213,#911eb4,COL#911eb4,,C280-S_MN-2008-CS-ST213,#252525,COL#252525,,C280-S_MN-2008-CS-ST213,0,0,0,0,0,0,"C280-S_MN-2008-CS-ST213,0,0,0,0,0,0","C280-S_MN-2008-CS-ST213,0,0,0,0,0,0",,C280-S_MN-2008-CS-ST213,0,1,0,0,,"C280-S_MN-2008-CS-ST213,0,1,0,0","C280-S_MN-2008-CS-ST213,0,1,0,0",,,,C280-S_MN-2008-CS-ST213,#469990,COL#469990
C281-S_MN-2018-CS-ST213,#e41a1c,COL#e41a1c,,C281-S_MN-2018-CS-ST213,#800080,COL#800080,,C281-S_MN-2018-CS-ST213,#911eb4,COL#911eb4,,C281-S_MN-2018-CS-ST213,#737373,COL#737373,,C281-S_MN-2018-CS-ST213,0,0,0,0,0,0,"C281-S_MN-2018-CS-ST213,0,0,0,0,0,0","C281-S_MN-2018-CS-ST213,0,0,0,0,0,0",,C281-S_MN-2018-CS-ST213,0,1,0,0,,"C281-S_MN-2018-CS-ST213,0,1,0,0","C281-S_MN-2018-CS-ST213,0,1,0,0",,,,C281-S_MN-2018-CS-ST213,#469990,COL#469990
C282-S_MN-2018-CS-ST213,#e41a1c,COL#e41a1c,,C282-S_MN-2018-CS-ST213,#800080,COL#800080,,C282-S_MN-2018-CS-ST213,#911eb4,COL#911eb4,,C282-S_MN-2018-CS-ST213,#252525,COL#252525,,C282-S_MN-2018-CS-ST213,0,0,0,0,0,0,"C282-S_MN-2018-CS-ST213,0,0,0,0,0,0","C282-S_MN-2018-CS-ST213,0,0,0,0,0,0",,C282-S_MN-2018-CS-ST213,0,1,0,1,,"C282-S_MN-2018-CS-ST213,0,1,0,1","C282-S_MN-2018-CS-ST213,0,1,0,1",,,,C282-S_MN-2018-CS-ST213,#469990,COL#469990
C283-S_MN-2018-CS-ST213,#e41a1c,COL#e41a1c,,C283-S_MN-2018-CS-ST213,#800080,COL#800080,,C283-S_MN-2018-CS-ST213,#911eb4,COL#911eb4,,C283-S_MN-2018-CS-ST213,#252525,COL#252525,,C283-S_MN-2018-CS-ST213,0,0,0,0,0,0,"C283-S_MN-2018-CS-ST213,0,0,0,0,0,0","C283-S_MN-2018-CS-ST213,0,0,0,0,0,0",,C283-S_MN-2018-CS-ST213,1,1,0,0,,"C283-S_MN-2018-CS-ST213,1,1,0,0","C283-S_MN-2018-CS-ST213,1,1,0,0",,,,C283-S_MN-2018-CS-ST213,#469990,COL#469990
C284-S_MN-2018-CS-ST213,#e41a1c,COL#e41a1c,,C284-S_MN-2018-CS-ST213,#800080,COL#800080,,C284-S_MN-2018-CS-ST213,#911eb4,COL#911eb4,,C284-S_MN-2018-CS-ST213,#252525,COL#252525,,C284-S_MN-2018-CS-ST213,100,0,0,0,0,0,"C284-S_MN-2018-CS-ST213,100,0,0,0,0,0","C284-S_MN-2018-CS-ST213,100,0,0,0,0,0",,C284-S_MN-2018-CS-ST213,0,1,1,0,,"C284-S_MN-2018-CS-ST213,0,1,1,0","C284-S_MN-2018-CS-ST213,0,1,1,0",,,,C284-S_MN-2018-CS-ST213,#469990,COL#469990
C285-S_MN-2019-CS-ST213,#e41a1c,COL#e41a1c,,C285-S_MN-2019-CS-ST213,#800080,COL#800080,,C285-S_MN-2019-CS-ST213,#911eb4,COL#911eb4,,C285-S_MN-2019-CS-ST213,#252525,COL#252525,,C285-S_MN-2019-CS-ST213,0,0,0,0,0,0,"C285-S_MN-2019-CS-ST213,0,0,0,0,0,0","C285-S_MN-2019-CS-ST213,0,0,0,0,0,0",,C285-S_MN-2019-CS-ST213,0,1,0,0,,"C285-S_MN-2019-CS-ST213,0,1,0,0","C285-S_MN-2019-CS-ST213,0,1,0,0",,,,C285-S_MN-2019-CS-ST213,#469990,COL#469990
C286-S_MN-2019-CS-ST213,#e41a1c,COL#e41a1c,,C286-S_MN-2019-CS-ST213,#800080,COL#800080,,C286-S_MN-2019-CS-ST213,#911eb4,COL#911eb4,,C286-S_MN-2019-CS-ST213,#252525,COL#252525,,C286-S_MN-2019-CS-ST213,0,0,0,0,0,0,"C286-S_MN-2019-CS-ST213,0,0,0,0,0,0","C286-S_MN-2019-CS-ST213,0,0,0,0,0,0",,C286-S_MN-2019-CS-ST213,0,1,0,0,,"C286-S_MN-2019-CS-ST213,0,1,0,0","C286-S_MN-2019-CS-ST213,0,1,0,0",,,,C286-S_MN-2019-CS-ST213,#469990,COL#469990
C287-S_MN-2019-CS-ST213,#e41a1c,COL#e41a1c,,C287-S_MN-2019-CS-ST213,#800080,COL#800080,,C287-S_MN-2019-CS-ST213,#911eb4,COL#911eb4,,C287-S_MN-2019-CS-ST213,#252525,COL#252525,,C287-S_MN-2019-CS-ST213,100,0,0,0,0,0,"C287-S_MN-2019-CS-ST213,100,0,0,0,0,0","C287-S_MN-2019-CS-ST213,100,0,0,0,0,0",,C287-S_MN-2019-CS-ST213,0,1,1,0,,"C287-S_MN-2019-CS-ST213,0,1,1,0","C287-S_MN-2019-CS-ST213,0,1,1,0",,,,C287-S_MN-2019-CS-ST213,#469990,COL#469990
C288-S_MN-2019-CS-ST213,#e41a1c,COL#e41a1c,,C288-S_MN-2019-CS-ST213,#800080,COL#800080,,C288-S_MN-2019-CS-ST213,#911eb4,COL#911eb4,,C288-S_MN-2019-CS-ST213,#252525,COL#252525,,C288-S_MN-2019-CS-ST213,0,0,0,0,0,0,"C288-S_MN-2019-CS-ST213,0,0,0,0,0,0","C288-S_MN-2019-CS-ST213,0,0,0,0,0,0",,C288-S_MN-2019-CS-ST213,0,2,0,0,,"C288-S_MN-2019-CS-ST213,0,2,0,0","C288-S_MN-2019-CS-ST213,0,2,0,0",,,,C288-S_MN-2019-CS-ST213,#469990,COL#469990
