,C165-O_OH-2013-OC-ST222,C166-O_OH-2013-OC-ST1742,C167-S_MI-2015-CS-ST213,C168-S_MI-2015-CS-ST213,C169-S_MI-2015-CS-ST213,C170-S_MI-2016-CS-ST222,C171-O_MI-2010-OC-ST222,C172-S_CT-2006-CS-ST213,C173-S_NY-2009-CS-ST222,C174-O_MD-2009-OC-ST222,C175-S_IN-2009-CS-ST222,C176-S_RI-2005-CS-ST213,C177-S_IL-2006-CS-ST213,C178-S_CT-2006-CS-ST213,C179-S_ME-2007-CS-ST213,C181-S_IL-2006-CS-ST222,C182-S_IL-2006-CS-ST222,C183-S_NY-2009-CS-ST222,C184-S_IN-2006-CS-ST289,C185-S_NY-2006-CS-ST289,C186-S_OH-2009-CS-ST222,C187-S_RI-2010-CS-ST213,C188-S_WI-2012-CS-ST213,C189-S_WI-2012-CS-ST213,C190-S_PA-2013-CS-ST213,C191-S_IL-2011-CS-ST222,C192-S_RI-2012-CS-ST222,C193-S_IL-2012-CS-ST222,C194-S_WI-2012-CS-ST222,C195-S_MI-2016-CS-ST222,C196-S_MI-2016-CS-ST222,C197-S_CO-2011-CS-ST222,C198-S_CT-2005-CS-ST276,C199-S_PA-2012-CS-ST213,C200-S_PA-2013-CS-ST213,C201-S_PA-2013-CS-ST222,C202-S_WI-2013-CS-ST213,C203-S_WI-2013-CS-ST213,C204-S_MA-2013-CS-ST213,C205-S_IL-2013-CS-ST213,C206-S_WI-2013-CS-ST213,C207-S_WI-2013-CS-ST222,C208-S_MA-2013-CS-ST222,C209-S_MA-2013-CS-ST222,C210-S_IL-2013-CS-ST222,C211-S_IL-2014-CS-ST222,C212-S_IN-2016-CS-ST222,C213-S_PA-2016-CS-ST222,C214-S_NY-2015-CS-ST289,C215-S_OH-1992-CS-ST213,C216-S_IL-1996-CS-ST213,C217-S_OH-2001-CS-ST213,C218-S_RI-2003-CS-ST213,C219-S_OH-2003-CS-ST213,C220-S_RI-2004-CS-ST213,C221-S_CT-2001-CS-ST222,C222-S_OH-2001-CS-ST222,C223-S_VT-2002-CS-ST222,C224-S_OH-2002-CS-ST222,C225-S_IL-2003-CS-ST222,C226-S_IL-2004-CS-ST222,C227-S_OH-1997-CS-ST213,C228-S_PA-1998-CS-ST222,C229-S_OH-2000-CS-ST222,C230-S_MO-2018-CS-ST222,C231-S_IN-2018-CS-ST222,C232-S_OH-2018-CS-STUNK,C233-S_OH-2018-CS-ST222,C234-S_WI-2018-CS-STUNK,C235-S_RI-2019-CS-ST222,C236-S_IN-2019-CS-STUNK,C237-O_NJ-2019-OC-ST222,C238-O_OH-2019-OC-ST222,C239-S_OH-2019-CS-STUNK,C240-S_IL-2019-CS-ST222,C241-S_OH-2019-CS-STUNK,C242-S_OH-2019-CS-ST222,C243-S_OH-2019-CS-ST213,C244-S_OH-2019-CS-ST213,C245-S_OH-2019-CS-STUNK,C246-S_OH-2020-CS-ST213,C247-S_NY-2013-CS-ST213,C248-S_MI-2007-CS-ST213,C249-S_MN-2005-CS-ST213,C250-S_MN-2005-CS-ST213,C251-S_MN-2008-CS-ST213,C252-S_MN-2008-CS-ST213,C253-S_MN-2015-CS-ST213,C254-S_MN-2017-CS-ST213,C255-S_MN-2017-CS-ST213,C256-S_MN-2018-CS-ST213,C257-S_IN-2019-CS-ST213,C258-S_MI-2012-CS-ST213,C259-S_MI-2013-CS-ST213,C260-S_MI-2013-CS-ST213,C261-S_MI-2013-CS-ST213,C262-S_MI-2013-CS-ST213,C263-S_MI-2014-CS-ST213,C264-S_MI-2016-CS-ST213,C265-S_MI-2017-CS-ST213,C266-S_MI-2018-CS-ST213,C267-S_MI-2019-CS-ST213,C268-S_MI-2019-CS-ST213,C269-S_MI-2019-CS-ST213,C270-S_NY-2016-CS-ST213,C271-S_NY-2017-CS-ST213,C272-S_NY-2017-CS-ST213,C273-S_NY-2018-CS-ST213,C275-S_MA-2007-CS-ST213,C276-S_MA-2011-CS-ST213,C277-S_NY-2017-CS-ST213,C278-S_NY-2013-CS-ST213,C279-S_NY-2016-CS-ST213,C280-S_MN-2008-CS-ST213,C281-S_MN-2018-CS-ST213,C282-S_MN-2018-CS-ST213,C283-S_MN-2018-CS-ST213,C284-S_MN-2018-CS-ST213,C285-S_MN-2019-CS-ST213,C286-S_MN-2019-CS-ST213,C287-S_MN-2019-CS-ST213,C288-S_MN-2019-CS-ST213,C290-S_CO-2018-CS-ST222,C291-O_OH-2013-OC-ST222,C292-S_IN-2018-CS-ST222,C293-S_MN-2013-CS-ST222,C294-S_MN-2019-CS-ST222,C295-S_MN-2019-CS-ST222,C296-S_MI-2010-CS-ST222,C297-S_MI-2013-CP-ST222,C298-S_MI-2013-CP-ST222,C299-S_MI-2013-CP-ST222,C300-S_MI-2013-CS-ST222,C301-S_MI-2013-CS-ST222,C302-S_MI-2013-CS-ST222,C303-S_MI-2013-CS-ST222,C304-S_MI-2014-CS-ST222,C305-S_MI-2015-CS-ST222,C306-S_MI-2015-CS-ST222,C307-S_MI-2016-CS-ST222,C308-S_MI-2016-CS-ST222,C309-S_MI-2016-CS-ST222,C310-S_MI-2017-CS-ST222,C311-S_MI-2018-CS-ST222,C312-S_MI-2018-CS-ST222,C313-S_MI-2018-CS-ST222,C314-S_MI-2018-CS-ST222,C315-S_MI-2018-CS-ST222,C316-S_MI-2019-CS-ST222,C317-S_MI-2019-CS-ST222,C318-S_MI-2019-CS-ST222,C319-S_MI-2019-CS-ST222,C320-S_MI-2019-CS-ST222,C321-S_MI-2020-CS-ST222,C322-S_CO-2011-CS-ST222,C323-S_CO-2017-CS-ST222,C324-S_CO-2018-CS-ST222,C325-S_NY-2016-CS-ST222,C326-S_NY-2016-CS-ST222,C327-S_NY-2016-CS-ST222,C328-S_NY-2017-CS-ST222,C329-S_NY-2017-CS-ST222,C330-S_NY-2017-CS-ST222,C331-S_NY-2017-CS-ST222,C332-S_NY-2017-CS-ST222,C333-S_NY-2017-CS-ST222,C334-S_NY-2017-CS-ST222,C335-S_NY-2017-CS-ST222,C336-S_NY-2017-CS-ST222,C337-S_NY-2017-CS-ST222,C338-S_NY-2016-CS-ST222,C339-S_NY-2018-CS-ST222,C340-S_NY-2017-CS-ST222,C341-S_NY-2015-CS-ST222,C342-S_NY-2015-CS-ST222,C343-S_NY-2012-CS-ST222,C344-S_NY-2016-CS-ST222,C345-S_MN-2018-CS-ST222,C346-S_IN-2017-CS-STUNK,C347-S_MN-2018-CS-STUNK,C348-S_MN-2019-CS-STUNK,C349-S_MI-2018-CS-STUNK,C350-S_MI-2019-CS-STUNK,C351-S_MI-2019-CS-STUNK,C352-S_MI-2019-CS-STUNK,C353-S_MI-2019-CS-STUNK,C354-S_NY-2018-CS-STUNK,C355-S_NY-2018-CS-STUNK,C356-S_NY-2018-CS-STUNK,C357-S_NY-2018-CS-STUNK,C358-S_NY-2018-CS-STUNK,C359-S_MN-2019-CS-STUNK,C360-S_MN-2019-CS-STUNK,C361-S_MN-2019-CS-STUNK,C362-S_MN-2019-CS-STUNK,C363-S_MN-2019-CS-STUNK,C364-S_MN-2019-CS-STUNK,C365-S_MN-2014-CS-ST227,C366-S_MN-2016-CS-ST227,C367-S_IN-2016-CS-ST289,E155-O_OH-2013-OE-ST222,E156-O_OH-2013-OE-ST222,E157-O_OH-2013-OE-ST222,E159-O_OH-2013-OE-ST222,E160-O_OH-2013-OE-ST222,E161-O_MI-2010-OE-ST222,E162-O_MI-2010-OE-ST222,E163-O_MI-2010-OE-ST222,E164-O_MI-2010-OE-ST222,E165-O_VT-2002-OE-ST222,E166-O_VT-2002-OE-ST222,E167-O_MD-2009-OE-ST222,E168-O_MD-2009-OE-ST222,E169-O_MD-2009-OE-ST222,E170-O_MD-2009-OE-ST222,E171-O_MD-2009-OE-ST222,E172-O_PA-2009-OE-ST222,E173-O_IL-2018-OE-ST213,E174-O_OH-2013-OE-ST222,U1-U_MA-UNK-UNK-STUNK,U11-U_NY-Unknown-UNK-STUNK,U12-U_NY-Unknown-UNK-ST2517,U2-U_MA-2016-UNK-ST213,U3-U_MA-UNK-UNK-STUNK,U4-U_MA-UNK-UNK-STUNK,U5-U_MA-UNK-UNK-STUNK,U6-U_MA-UNK-UNK-STUNK,U7-U_MN-2018-UNK-ST213,U8-U_NY-Unknown-UNK-ST213,U9-U_MI-2016-UNK-ST222
C194-S_WI-2012-CS-ST222,99.9958,99.9946,99.8519,99.7533,99.7331,99.8927,99.896,99.7294,99.9317,99.97,99.9221,99.8364,99.7987,99.7353,99.8195,99.9484,99.8677,99.9601,99.6938,99.6574,99.8826,99.767,99.7187,99.8684,99.7763,99.9826,99.9353,99.944,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C195-S_MI-2016-CS-ST222,99.8853,99.8832,99.8204,99.7826,99.7678,99.925,99.9085,99.7357,99.9485,99.9807,99.9262,99.8274,99.8123,99.7617,99.8089,99.9087,99.8544,99.9726,99.7823,99.7079,99.9207,99.7926,99.7169,99.7757,99.7966,99.9758,99.9083,99.9045,99.8953,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C196-S_MI-2016-CS-ST222,99.7964,99.7967,99.6601,99.6987,99.6793,99.7897,99.7927,99.6814,99.8004,99.7859,99.7171,99.6975,99.625,99.6807,99.7073,99.8013,99.6675,99.7914,99.609,99.5282,99.7789,99.6789,99.6464,99.6112,99.6803,99.7974,99.8026,99.7913,99.7837,99.7725,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C197-S_CO-2011-CS-ST222,99.9125,99.91,99.8473,99.8335,99.8439,99.9176,99.9469,99.8657,99.9511,99.9655,99.892,99.8321,99.7654,99.8404,99.8142,99.946,99.9012,99.9205,99.7269,99.7014,99.8976,99.8415,99.7819,99.7609,99.7912,99.9646,99.9941,99.9515,99.9066,99.9108,99.7797,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C198-S_CT-2005-CS-ST276,99.5812,99.5829,99.6884,99.678,99.6781,99.5571,99.5587,99.6448,99.5535,99.5704,99.5547,99.672,99.6967,99.6418,99.6532,99.5736,99.5103,99.5623,99.6417,99.571,99.5557,99.674,99.6321,99.7129,99.685,99.5698,99.5213,99.5651,99.5811,99.571,99.3911,99.5197,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C199-S_PA-2012-CS-ST213,99.7903,99.7881,99.982,99.9356,99.9131,99.862,99.8641,99.8904,99.814,99.8415,99.7764,99.9843,99.9384,99.8907,99.9537,99.8087,99.7532,99.8504,99.8625,99.839,99.8223,99.9959,99.8726,99.905,99.9918,99.8539,99.8198,99.8351,99.7736,99.7998,99.6852,99.7913,99.6907,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C200-S_PA-2013-CS-ST213,99.7906,99.7882,99.9796,99.9338,99.9128,99.8618,99.8642,99.888,99.8123,99.8404,99.7754,99.9808,99.9361,99.8873,99.9504,99.8052,99.7568,99.8486,99.861,99.8389,99.822,99.9931,99.87,99.9037,99.9931,99.8525,99.8175,99.8321,99.7753,99.7979,99.6826,99.7909,99.6906,99.9924,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C201-S_PA-2013-CS-ST222,99.9947,99.9916,99.8512,99.7555,99.7368,99.8879,99.8967,99.732,99.93,99.9658,99.9197,99.8349,99.801,99.7319,99.8176,99.9441,99.8744,99.9634,99.6948,99.6559,99.8806,99.7676,99.7161,99.8685,99.7713,99.9805,99.9344,99.9452,99.996,99.8933,99.7833,99.9069,99.5834,99.7732,99.7733,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C202-S_WI-2013-CS-ST213,99.8477,99.8481,99.9551,99.9333,99.9065,99.8147,99.838,99.8508,99.7978,99.8336,99.8049,99.9206,99.9754,99.8264,99.9024,99.8195,99.7926,99.8295,99.8825,99.83,99.8023,99.9265,99.8808,99.9459,99.9471,99.8575,99.7851,99.8107,99.8252,99.8449,99.6312,99.788,99.7168,99.9678,99.9445,99.8471,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C203-S_WI-2013-CS-ST213,99.8637,99.8619,99.9493,99.9134,99.8499,99.8491,99.8521,99.9034,99.8465,99.8354,99.7946,99.8446,99.9119,99.9087,99.8916,99.8612,99.7326,99.8342,99.8714,99.7588,99.8204,99.8528,99.8613,99.9716,99.9574,99.8478,99.7571,99.8404,99.8618,99.8523,99.6156,99.7636,99.7162,99.959,99.9569,99.8633,99.9221,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C204-S_MA-2013-CS-ST213,99.8485,99.8514,99.9424,99.9704,99.7109,99.8183,99.8224,99.9133,99.8208,99.8393,99.7708,99.9689,99.9133,99.9122,99.938,99.8287,99.7361,99.8348,99.8754,99.8177,99.8108,99.9524,99.9173,99.8636,99.9384,99.8465,99.7634,99.8419,99.8142,99.8258,99.675,99.8303,99.675,99.9395,99.9382,99.8115,99.9171,99.803,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C205-S_IL-2013-CS-ST213,99.8658,99.8661,99.9136,99.7989,99.766,99.746,99.7457,99.7396,99.7676,99.8599,99.7908,99.8725,99.9458,99.7476,99.8611,99.8012,99.6555,99.799,99.7926,99.7029,99.7217,99.8098,99.7652,99.953,99.8785,99.8371,99.7537,99.7938,99.8418,99.7683,99.585,99.7583,99.713,99.8735,99.8753,99.8373,99.9585,99.9465,99.8655,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C206-S_WI-2013-CS-ST213,99.7771,99.7734,99.938,99.8388,99.8022,99.7771,99.8078,99.8573,99.8214,99.8388,99.741,99.842,99.8854,99.8286,99.8138,99.8002,99.7501,99.7918,99.8481,99.9004,99.7343,99.847,99.7914,99.8311,99.9031,99.83,99.7906,99.757,99.7615,99.7635,99.5438,99.7919,99.6282,99.9277,99.9041,99.7866,99.9099,99.7868,99.826,99.8291,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C207-S_WI-2013-CS-ST222,99.8869,99.8841,99.781,99.7558,99.7808,99.909,99.9299,99.7529,99.9206,99.9562,99.9145,99.7895,99.8146,99.7433,99.7721,99.9054,99.8076,99.9286,99.7365,99.6601,99.8724,99.7778,99.6788,99.749,99.7894,99.944,99.9037,99.8563,99.8759,99.898,99.7358,99.899,99.558,99.8076,99.7896,99.8936,99.8221,99.7808,99.8007,99.7627,99.7606,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C208-S_MA-2013-CS-ST222,99.956,99.9537,99.8239,99.7964,99.7679,99.9465,99.9521,99.8029,99.9646,99.9462,99.8856,99.795,99.7778,99.8082,99.7769,99.9516,99.8716,99.9426,99.7515,99.7201,99.9367,99.8013,99.7431,99.771,99.8217,99.9571,99.9329,99.9533,99.9471,99.9362,99.7427,99.9036,99.5456,99.8212,99.8209,99.9479,99.7821,99.7732,99.7699,99.7678,99.7643,99.9324,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C209-S_MA-2013-CS-ST222,99.909,99.9102,99.8496,99.8325,99.8033,99.9218,99.9474,99.8404,99.9545,99.9685,99.8901,99.7675,99.7648,99.8145,99.8135,99.9439,99.9052,99.92,99.7251,99.6395,99.883,99.7743,99.78,99.7559,99.7913,99.966,99.9942,99.9489,99.9105,99.9298,99.777,99.992,99.5153,99.8158,99.7886,99.934,99.786,99.7569,99.7689,99.7553,99.7926,99.9023,99.9318,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C210-S_IL-2013-CS-ST222,99.9128,99.9087,99.7726,99.8049,99.8121,99.8745,99.8796,99.7925,99.9107,99.942,99.8304,99.8024,99.7568,99.7984,99.7846,99.9078,99.8311,99.8582,99.6947,99.685,99.8629,99.7924,99.7506,99.7389,99.7618,99.9323,99.918,99.8754,99.8812,99.8849,99.8275,99.9182,99.5024,99.7601,99.7636,99.8784,99.7556,99.7341,99.7981,99.7551,99.719,99.8663,99.8594,99.9169,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C211-S_IL-2014-CS-ST222,99.9938,99.9928,99.7767,99.8129,99.8251,99.9589,99.959,99.7726,99.952,99.9895,99.9222,99.8158,99.8341,99.7758,99.7987,99.9658,99.8206,99.9257,99.769,99.7288,99.9102,99.8216,99.7666,99.8402,99.8369,99.9775,99.9021,99.9,99.9691,99.9639,99.7628,99.9023,99.5804,99.8339,99.8353,99.9642,99.8362,99.7803,99.8169,99.8617,99.7793,99.956,99.9254,99.9015,99.9116,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C212-S_IN-2016-CS-ST222,99.873,99.8727,99.7724,99.6886,99.7073,99.8299,99.8333,99.6603,99.8499,99.9149,99.9949,99.7698,99.7551,99.6669,99.7529,99.9105,99.8144,99.9034,99.6477,99.5847,99.854,99.7065,99.6577,99.7493,99.7105,99.9206,99.8629,99.9091,99.8773,99.8566,99.7174,99.8885,99.5565,99.7072,99.7081,99.8761,99.8044,99.795,99.7739,99.7459,99.7409,99.8598,99.884,99.8885,99.8306,99.9472,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C213-S_PA-2016-CS-ST222,99.8093,99.8098,99.7733,99.7785,99.7685,99.8809,99.8663,99.755,99.8823,99.8996,99.8115,99.8066,99.7182,99.7566,99.7899,99.8621,99.755,99.8853,99.6536,99.6031,99.8845,99.7692,99.7095,99.6492,99.7759,99.9128,99.8993,99.8239,99.8142,99.8459,99.8316,99.888,99.4813,99.7576,99.7729,99.8144,99.7249,99.7293,99.7865,99.6455,99.6959,99.8249,99.8746,99.872,99.937,99.8806,99.7666,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C214-S_NY-2015-CS-ST289,99.6341,99.6361,99.8814,99.8651,99.8675,99.6909,99.6953,99.8574,99.7389,99.7573,99.6618,99.9044,99.8475,99.8619,99.8788,99.6595,99.6374,99.7131,99.9133,99.9032,99.6252,99.8603,99.7972,99.7586,99.8293,99.7727,99.7721,99.6758,99.6524,99.7173,99.623,99.752,99.5947,99.8267,99.8264,99.6492,99.8447,99.8309,99.8918,99.7565,99.7995,99.6841,99.7242,99.7543,99.7208,99.7292,99.5836,99.684,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C215-S_OH-1992-CS-ST213,99.7795,99.7762,99.9791,99.8784,99.7614,99.809,99.8139,99.9211,99.8435,99.8414,99.7292,99.863,99.8906,99.922,99.8475,99.7789,99.7927,99.8009,99.8503,99.8904,99.7792,99.8627,99.8273,99.8566,99.941,99.8346,99.7651,99.7926,99.804,99.7988,99.5768,99.7652,99.6427,99.94,99.9378,99.8006,99.8861,99.8682,99.7978,99.8276,99.9715,99.765,99.7774,99.7369,99.7278,99.7679,99.7282,99.6859,99.8314,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C216-S_IL-1996-CS-ST213,99.7935,99.7895,99.9548,99.8512,99.8141,99.7843,99.788,99.8337,99.8219,99.8414,99.7294,99.8486,99.9107,99.8294,99.8204,99.7831,99.8061,99.7941,99.8529,99.9153,99.7823,99.857,99.7973,99.8319,99.9175,99.8458,99.7676,99.8125,99.7783,99.7863,99.5608,99.7568,99.6421,99.9167,99.9177,99.7807,99.9131,99.8174,99.8372,99.8425,99.9849,99.7755,99.7507,99.7659,99.7323,99.7817,99.7198,99.6848,99.8188,99.9718,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C217-S_OH-2001-CS-ST213,99.7594,99.7592,99.9536,99.9153,99.881,99.8003,99.8048,99.8157,99.8004,99.8417,99.7881,99.9594,99.9427,99.8198,99.9296,99.7991,99.7265,99.8452,99.8822,99.8413,99.7323,99.9276,99.8497,99.8799,99.9292,99.8365,99.7932,99.8288,99.7604,99.8533,99.658,99.7918,99.7025,99.9266,99.9282,99.7575,99.9534,99.9358,99.9433,99.8717,99.9427,99.7789,99.8087,99.7917,99.7602,99.8351,99.7151,99.7176,99.8356,99.9177,99.9089,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
